31	904	0.618674
27	917	0.411880
27	484	0.355845
31	923	0.343675
13	891	0.330606
27	923	0.323134
13	982	0.318614
19	484	0.296548
19	917	0.286679
8	982	0.263457
4	195	0.262201
24	983	0.253358
19	294	0.252907
27	294	0.252147
3	797	0.244725
19	923	0.241408
13	431	0.213595
23	882	0.211716
1	801	0.207790
31	820	0.205249
10	183	0.203720
9	874	0.202025
31	611	0.200342
33	421	0.200214
33	984	0.198753
18	801	0.197240
27	531	0.192009
31	294	0.189435
19	987	0.188924
18	88	0.186924
1	766	0.182961
24	796	0.181371
31	407	0.177387
7	540	0.175058
13	600	0.173668
10	93	0.172312
7	887	0.168306
31	982	0.166916
14	960	0.166798
31	484	0.166443
31	770	0.166031
18	993	0.164534
31	679	0.164267
24	782	0.159906
37	295	0.159514
21	840	0.156598
7	547	0.155372
39	407	0.153955
33	426	0.150971
20	984	0.150004
6	993	0.149681
18	407	0.148976
7	737	0.148600
27	950	0.147374
27	577	0.146256
39	331	0.146082
18	310	0.145239
18	494	0.142050
18	487	0.141581
1	296	0.141091
7	622	0.138841
7	838	0.136556
21	189	0.133973
31	488	0.133868
40	341	0.132746
1	369	0.130207
34	293	0.129655
13	855	0.127728
31	73	0.127105
33	214	0.127008
37	236	0.126080
5	898	0.125818
27	922	0.125438
15	16	0.125036
33	259	0.124458
22	667	0.124281
6	329	0.123194
19	531	0.123175
27	494	0.122948
2	566	0.122718
23	918	0.122098
18	154	0.121707
37	31	0.121218
27	770	0.120994
40	809	0.120841
24	917	0.120631
39	600	0.120098
24	881	0.119818
2	673	0.118774
8	255	0.118542
6	407	0.117990
19	131	0.117438
7	188	0.116475
10	905	0.115961
18	829	0.115726
31	855	0.114165
21	329	0.113917
39	689	0.112700
33	437	0.111889
18	851	0.111224
6	76	0.110767
29	982	0.110108
31	782	0.110047
29	984	0.109602
27	131	0.109441
1	380	0.109005
13	747	0.106657
18	490	0.106405
33	960	0.105517
21	801	0.105438
6	236	0.105396
19	407	0.104354
31	881	0.104125
19	114	0.103976
31	835	0.103511
23	329	0.102843
33	689	0.102183
1	975	0.101871
24	672	0.101740
31	926	0.101716
13	221	0.101070
36	573	0.100271
37	333	0.100251
24	426	0.100238
33	887	0.100174
12	739	0.099544
12	540	0.098953
31	981	0.098713
5	925	0.098641
23	9	0.098191
14	919	0.097124
13	647	0.096964
23	922	0.096892
21	236	0.096756
10	859	0.096469
7	511	0.096344
31	979	0.096202
1	520	0.096060
20	355	0.096047
6	9	0.095912
12	762	0.095324
